odor,gill-spacing,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,112,103,119,111,112,110,121,100,101
110,99,98,115,115,103,112,119,111,112,110,121,100,101
110,99,98,115,115,103,103,119,111,112,107,121,100,101
110,99,98,115,115,119,119,119,111,112,110,118,100,101
110,99,98,115,115,112,112,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,99,98,115,115,119,119,119,111,112,107,118,100,101
110,99,98,115,115,103,119,119,111,112,107,118,100,101
110,99,98,115,115,103,112,119,111,112,110,118,100,101
112,99,101,115,115,119,119,119,111,112,110,118,103,112
110,99,98,115,115,112,103,119,111,112,110,118,100,101
110,99,98,115,115,119,119,119,111,112,107,118,100,101
110,99,98,115,115,103,103,119,111,112,110,121,100,101
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,107,118,100,101
110,99,98,115,115,103,119,119,111,112,107,118,100,101
110,99,98,115,115,119,119,119,111,112,110,121,100,101
110,99,98,115,115,119,119,119,111,112,110,121,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,107,118,100,101
110,99,98,115,115,112,103,119,111,112,110,118,100,101
110,99,98,115,115,103,103,119,111,112,110,121,100,101
110,99,98,115,115,119,112,119,111,112,107,118,100,101
102,99,98,107,107,98,98,119,111,108,104,121,103,112
112,99,101,115,115,119,119,119,111,112,107,115,103,112
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,119,101,115,115,119,119,119,111,101,110,115,103,101
110,99,98,115,115,103,119,119,111,112,110,118,100,101
110,99,98,115,115,103,119,119,111,112,110,121,100,101
110,99,98,115,115,112,103,119,111,112,110,118,100,101
110,99,98,115,115,112,119,119,111,112,110,121,100,101
110,99,98,115,115,103,119,119,111,112,110,118,100,101
110,99,98,115,115,119,112,119,111,112,107,118,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
110,99,98,115,115,112,103,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,99,98,115,115,119,103,119,111,112,107,118,100,101
110,99,98,115,115,112,119,119,111,112,110,121,100,101
110,99,98,115,115,119,119,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,110,118,100,101
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,99,98,115,115,103,103,119,111,112,110,118,100,101
112,99,101,115,115,119,119,119,111,112,110,118,117,112
110,99,98,115,115,119,119,119,111,112,110,121,100,101
112,99,101,115,115,119,119,119,111,112,107,115,103,112
110,99,98,115,115,103,112,119,111,112,107,121,100,101
110,99,98,115,115,103,103,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,110,118,100,101
110,99,98,115,115,119,103,119,111,112,110,118,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
110,99,98,115,115,103,112,119,111,112,110,118,100,101
110,99,98,115,115,112,103,119,111,112,110,121,100,101
110,99,98,115,115,119,103,119,111,112,110,118,100,101
110,99,98,115,115,112,112,119,111,112,110,121,100,101
110,99,98,115,115,119,103,119,111,112,107,118,100,101
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,99,98,115,115,103,119,119,111,112,110,121,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,119,112,119,111,112,110,121,100,101
110,99,98,115,115,119,112,119,111,112,110,121,100,101
110,99,98,115,115,112,119,119,111,112,110,121,100,101
110,99,98,115,115,112,103,119,111,112,107,121,100,101
110,99,98,115,115,103,103,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,110,118,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,103,103,119,111,112,110,118,100,101
110,99,98,115,115,103,103,119,111,112,110,118,100,101
110,99,98,115,115,103,119,119,111,112,107,118,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
110,99,98,115,115,119,112,119,111,112,107,118,100,101
110,99,98,115,115,103,119,119,111,112,107,121,100,101
110,99,98,115,115,119,119,119,111,112,110,118,100,101
102,99,98,107,107,110,112,119,111,108,104,121,100,112
110,99,98,115,115,112,119,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,110,121,100,101
110,99,98,115,115,103,112,119,111,112,110,118,100,101
110,99,98,115,115,103,119,119,111,112,110,121,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,103,103,119,111,112,107,118,100,101
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,107,121,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,103,119,119,111,112,110,118,100,101
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,119,101,115,115,119,119,119,111,101,110,115,103,101
110,99,98,115,115,112,103,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,107,121,100,101
110,99,98,115,115,103,119,119,111,112,110,118,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,112,112,119,111,112,110,118,100,101
110,99,98,115,115,119,112,119,111,112,110,121,100,101
110,119,101,115,102,119,119,119,111,101,110,97,103,101
110,99,98,115,115,103,119,119,111,112,110,121,100,101
110,99,98,115,115,112,112,119,111,112,107,118,100,101
110,99,98,115,115,103,103,119,111,112,107,121,100,101
110,99,98,115,115,119,119,119,111,112,107,121,100,101
110,99,98,115,115,119,119,119,111,112,110,118,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,103,112,119,111,112,107,121,100,101
110,99,98,115,115,119,119,119,111,112,107,121,100,101
110,99,98,115,115,112,112,119,111,112,110,118,100,101
99,119,98,115,115,119,119,119,111,112,110,115,100,112
110,99,98,115,115,103,112,119,111,112,110,121,100,101
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,119,103,119,111,112,110,118,100,101
110,99,98,115,115,103,119,119,111,112,110,121,100,101
110,99,98,115,115,103,119,119,111,112,110,118,100,101
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,119,112,119,111,112,107,118,100,101
110,99,98,115,115,119,119,119,111,112,110,118,100,101
110,99,98,115,115,103,103,119,111,112,110,118,100,101
110,99,98,115,115,112,103,119,111,112,110,121,100,101
110,99,98,115,115,119,112,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,110,121,100,101
110,119,101,102,102,119,119,119,111,101,110,115,103,101
110,99,98,115,115,103,103,119,111,112,107,121,100,101
110,99,98,115,115,103,119,119,111,112,107,118,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,119,112,119,111,112,107,118,100,101
110,99,98,115,115,119,119,119,111,112,110,121,100,101
110,99,98,115,115,119,103,119,111,112,110,118,100,101
110,99,98,115,115,112,103,119,111,112,107,118,100,101
110,99,98,115,115,112,119,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
110,119,101,115,102,119,119,119,111,101,107,115,103,101
102,99,98,107,107,98,112,119,111,108,104,121,112,112
110,99,98,115,115,103,119,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
112,99,101,115,115,119,119,119,111,112,107,118,103,112
110,99,98,115,115,119,119,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,110,121,100,101
110,99,98,115,115,112,103,119,111,112,107,118,100,101
110,99,98,115,115,103,119,119,111,112,107,118,100,101
110,99,98,115,115,103,112,119,111,112,110,118,100,101
110,119,101,102,102,119,119,119,111,101,110,97,103,101
110,99,98,115,115,103,119,119,111,112,110,121,100,101
110,99,98,115,115,103,119,119,111,112,107,121,100,101
110,99,98,115,115,103,103,119,111,112,110,121,100,101
110,99,98,115,115,103,112,119,111,112,107,121,100,101
110,119,101,102,102,119,119,119,111,101,110,115,103,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,119,119,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,107,121,100,101
110,99,98,115,115,119,119,119,111,112,110,121,100,101
110,99,98,115,115,112,103,119,111,112,110,118,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,112,112,119,111,112,110,118,100,101
110,119,101,102,115,119,119,119,111,101,110,97,103,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,99,98,115,115,112,112,119,111,112,110,121,100,101
110,99,98,115,115,112,103,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,107,121,100,101
110,119,101,115,102,119,119,119,111,101,107,97,103,101
110,99,98,115,115,103,103,119,111,112,110,118,100,101
110,99,98,115,115,119,119,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,110,118,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,119,101,115,102,119,119,119,111,101,107,115,103,101
110,99,98,115,115,119,112,119,111,112,107,118,100,101
110,99,98,115,115,103,119,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,110,121,100,101
110,99,98,115,115,112,103,119,111,112,107,121,100,101
110,99,98,115,115,119,112,119,111,112,110,121,100,101
110,99,98,115,115,119,119,119,111,112,110,118,100,101
110,99,98,115,115,103,119,119,111,112,110,118,100,101
110,99,98,115,115,112,103,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,110,121,100,101
110,99,98,115,115,119,103,119,111,112,110,118,100,101
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
99,119,98,115,115,119,119,119,111,112,107,118,100,112
110,99,98,115,115,103,119,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
112,99,101,115,115,119,119,119,111,112,107,115,117,112
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,99,98,115,115,103,103,119,111,112,107,121,100,101
110,99,98,115,115,103,103,119,111,112,107,118,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,119,103,119,111,112,107,118,100,101
110,99,98,115,115,112,103,119,111,112,110,121,100,101
110,119,101,115,115,119,119,119,111,101,107,115,103,101
110,99,98,115,115,119,112,119,111,112,110,118,100,101
110,119,101,115,102,119,119,119,111,101,110,115,103,101
110,99,98,115,115,103,112,119,111,112,110,121,100,101
110,99,98,115,115,112,112,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,110,118,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,112,119,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,110,121,100,101
110,99,98,115,115,103,103,119,111,112,110,118,100,101
110,99,98,115,115,119,119,119,111,112,107,118,100,101
110,99,98,115,115,103,119,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,112,112,119,111,112,110,121,100,101
110,99,98,115,115,103,103,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,110,121,100,101
110,99,98,115,115,112,112,119,111,112,110,118,100,101
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,107,118,100,101
110,99,98,115,115,119,119,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,119,119,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,103,112,119,111,112,107,121,100,101
110,99,98,115,115,112,112,119,111,112,107,118,100,101
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
110,99,98,115,115,112,112,119,111,112,107,118,100,101
110,99,98,115,115,103,119,119,111,112,110,121,100,101
110,99,98,115,115,112,112,119,111,112,110,118,100,101
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,99,98,115,115,112,119,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,107,118,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
110,99,98,115,115,112,103,119,111,112,110,121,100,101
110,99,98,115,115,103,103,119,111,112,110,118,100,101
110,99,98,115,115,119,112,119,111,112,110,118,100,101
110,99,98,115,115,119,112,119,111,112,110,118,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
110,99,98,115,115,112,112,119,111,112,110,121,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,110,118,100,101
110,99,98,115,115,119,119,119,111,112,110,118,100,101
110,99,98,115,115,112,112,119,111,112,110,121,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,119,101,115,102,119,119,119,111,101,110,115,103,101
110,99,98,115,115,103,103,119,111,112,110,121,100,101
110,119,101,102,102,119,119,119,111,101,110,115,103,101
110,99,98,115,115,103,119,119,111,112,110,121,100,101
110,99,98,115,115,119,119,119,111,112,107,121,100,101
112,99,101,115,115,119,119,119,111,112,110,115,117,112
110,99,98,115,115,119,103,119,111,112,107,118,100,101
110,99,98,115,115,119,119,119,111,112,107,121,100,101
110,99,98,115,115,103,103,119,111,112,110,121,100,101
110,99,98,115,115,112,103,119,111,112,107,118,100,101
110,99,98,115,115,103,119,119,111,112,107,118,100,101
110,99,98,115,115,112,103,119,111,112,110,121,100,101
110,99,98,115,115,112,119,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,110,118,100,101
110,99,98,115,115,119,119,119,111,112,110,121,100,101
110,99,98,115,115,103,119,119,111,112,107,121,100,101
110,99,98,115,115,103,112,119,111,112,107,121,100,101
110,99,98,115,115,119,112,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,107,118,100,101
110,99,98,115,115,112,103,119,111,112,107,121,100,101
110,99,98,115,115,119,119,119,111,112,107,118,100,101
110,119,101,115,115,119,119,119,111,101,110,97,103,101
110,99,98,115,115,103,119,119,111,112,107,118,100,101
110,99,98,115,115,103,103,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,107,121,100,101
110,99,98,115,115,103,103,119,111,112,110,121,100,101
110,99,98,115,115,103,112,119,111,112,107,121,100,101
110,99,98,115,115,119,112,119,111,112,110,118,100,101
110,99,98,115,115,119,103,119,111,112,110,121,100,101
112,99,101,115,115,119,119,119,111,112,110,118,117,112
110,99,98,115,115,103,103,119,111,112,107,118,100,101
110,119,101,115,115,119,119,119,111,101,107,115,103,101
110,119,101,115,102,119,119,119,111,101,110,115,103,101
110,99,98,115,115,112,103,119,111,112,107,118,100,101
110,99,98,115,115,112,103,119,111,112,107,121,100,101
110,99,98,115,115,103,103,119,111,112,107,118,100,101
110,99,98,115,115,112,103,119,111,112,107,118,100,101
110,99,98,115,115,119,103,119,111,112,107,121,100,101
110,99,98,115,115,112,112,119,111,112,110,118,100,101
102,99,98,107,107,110,110,119,111,108,104,121,100,112
110,99,98,115,115,103,103,119,111,112,107,121,100,101
110,119,101,115,115,119,119,119,111,101,107,97,103,101
112,99,101,115,115,119,119,119,111,112,110,118,103,112
110,99,98,115,115,112,112,119,111,112,110,121,100,101
110,99,98,115,115,119,119,119,111,112,110,118,100,101
110,99,98,115,115,103,112,119,111,112,107,121,100,101
110,99,98,115,115,112,119,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,110,118,100,101
110,99,98,115,115,103,119,119,111,112,107,121,100,101
110,99,98,115,115,119,103,119,111,112,107,118,100,101
110,99,98,115,115,103,112,119,111,112,110,121,100,101
110,99,98,115,115,103,103,119,111,112,110,121,100,101
110,99,98,115,115,119,119,119,111,112,107,121,100,101
112,99,101,115,115,119,119,119,111,112,107,118,103,112
110,99,98,115,115,119,119,119,111,112,107,118,100,101
110,99,98,115,115,103,112,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,107,118,100,101
110,99,98,115,115,119,119,119,111,112,110,118,100,101
110,99,98,115,115,103,119,119,111,112,110,121,100,101
110,99,98,115,115,119,119,119,111,112,110,121,100,101
110,99,98,115,115,103,119,119,111,112,107,121,100,101
110,99,98,115,115,112,103,119,111,112,110,121,100,101
110,99,98,115,115,119,119,119,111,112,107,118,100,101
110,99,98,115,115,119,112,119,111,112,110,118,100,101
110,99,98,115,115,112,112,119,111,112,110,118,100,101
110,99,98,115,115,112,112,119,111,112,107,118,100,101
110,99,98,115,115,112,112,119,111,112,110,118,100,101
110,99,98,115,115,112,112,119,111,112,107,121,100,101
